code,web_name,first_name,second_name,position,team,cost,status,chance_of_playing_next_round,penalties_order,direct_freekicks_order,corners_and_indirect_freekicks_order,xG,xAG,s90,team_name,old_team_name,s90_hist,cbit,recoveries,defcon_multiplier,is_mover,expected_defcon_points,xClean,xPoints
111317,Brooks,David,Brooks,MID,3,50,a,,,3.0,9.0,5.81,3.4,13.2,Bournemouth,Bournemouth,13.2,38.0,56.0,1.0,False,1.5580184446327467,8.530421646629756,43.77121754293571
135720,Danso,Kevin,Danso,DEF,19,50,a,,,,,0.62,0.28,16.544444444444444,Spurs,Spurs,16.544444444444444,192.0,45.0,1.0,False,23.87061745212888,8.799469388318785,43.75507349798464
207283,Jensen,Mathias,Jensen,MID,4,55,a,,3.0,2.0,5.0,2.21,6.06,24.877777777777776,Brentford,Brentford,24.877777777777776,102.0,118.0,1.0,False,9.058114179328697,8.020973864032173,43.539272214874906
592031,Minteh,Yankuba,Minteh,MID,5,60,a,,,,6.0,3.81,5.06,26.544444444444444,Brighton,Brighton,26.544444444444444,89.0,96.0,1.0,False,2.759633113261273,9.236033102101386,43.441353312360754
232413,Eze,Eberechi,Eze,MID,1,65,a,,,3.0,,5.18,2.66,20.944444444444443,Arsenal,Arsenal,20.944444444444443,41.0,79.0,1.0,False,0.6138590713064446,15.890859257734549,43.25241746336189
206915,C.Jones,Curtis,Jones,MID,14,55,a,,,,,2.21,2.77,21.366666666666667,Liverpool,Liverpool,21.366666666666667,93.0,144.0,1.0,False,18.44882735195517,9.206912685583777,42.985696677796575
651426,Canvot,Jaydee,Canvot,DEF,8,50,a,,,,,1.48,0.33,14.78888888888889,Crystal Palace,Crystal Palace,14.78888888888889,169.0,54.0,1.0,False,20.823627539684214,7.824994251799617,42.87499286032198
191866,Ajer,Kristoffer,Ajer,DEF,4,45,a,,,,,0.69,0.73,20.055555555555557,Brentford,Brentford,20.055555555555557,192.0,59.0,1.0,False,19.562102257664144,8.020973864032173,42.825269303954286
550864,Yoro,Leny,Yoro,DEF,16,50,a,,,,,1.34,0.59,19.22222222222222,Man Utd,Man Utd,19.22222222222222,156.0,73.0,1.0,False,11.449506336767,10.119135800339231,41.73448286844755
482609,Gusto,Malo,Gusto,DEF,6,50,a,,,,,1.56,2.97,25.055555555555557,Chelsea,Chelsea,25.055555555555557,126.0,123.0,1.0,False,1.6479289276897844,8.232687211215962,41.63103964265118
