Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1,Max Aarons,eng ENG,DF,Bournemouth,24-361,2000,3,1,86,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,8,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2,Tyler Adams,us USA,MF,Bournemouth,25-320,1999,9,5,485,5.4,0,0,0,0,0,0,2,0,1.1,1.1,0.4,1.5,3,22,0,0.00,0.00,0.00,0.00,0.00,0.20,0.08,0.28,0.20,0.28,Matches
3,Tosin Adarabioyo,eng ENG,DF,Chelsea,27-097,1997,8,6,533,5.9,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,0,13,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
4,Simon Adingra,ci CIV,"FW,MF",Brighton,22-364,2002,12,3,373,4.1,1,1,2,1,0,0,0,0,0.6,0.6,0.7,1.3,16,7,62,0.24,0.24,0.48,0.24,0.48,0.15,0.16,0.31,0.15,0.31,Matches
5,Asher Agbinone,eng ENG,MF,Crystal Palace,19-093,2005,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,2,0,1,0.00,0.00,0.00,0.00,0.00,0.29,0.50,0.79,0.29,0.79,Matches
6,Ola Aina,ng NGA,DF,Nott'ham Forest,28-083,1996,19,19,1643,18.3,2,0,2,2,0,0,2,0,0.6,0.6,0.5,1.1,38,65,33,0.11,0.00,0.11,0.11,0.11,0.03,0.03,0.06,0.03,0.06,Matches
7,Rayan AÃ¯t-Nouri,dz ALG,DF,Wolves,23-207,2001,18,18,1542,17.1,3,5,8,3,0,0,6,1,1.5,1.5,1.8,3.3,37,62,83,0.18,0.29,0.47,0.18,0.47,0.09,0.11,0.19,0.09,0.19,Matches
8,Kristoffer Ajer,no NOR,DF,Brentford,26-257,1998,10,9,717,8.0,0,0,0,0,0,0,3,0,0.5,0.5,0.7,1.2,15,27,16,0.00,0.00,0.00,0.00,0.00,0.06,0.09,0.15,0.06,0.15,Matches
9,Manuel Akanji,ch SUI,DF,Manchester City,29-164,1995,15,15,1276,14.2,0,0,0,0,0,0,3,0,0.3,0.3,0.3,0.6,30,112,6,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches
10,Nathan AkÃ©,nl NED,DF,Manchester City,29-316,1995,7,5,452,5.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,10,38,2,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
11,Carlos Alcaraz,ar ARG,MF,Southampton,22-030,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,6,1,0.00,0.00,0.00,0.00,0.00,0.62,0.86,1.48,0.62,1.48,Matches
12,Trent Alexander-Arnold,eng ENG,DF,Liverpool,26-084,1998,17,16,1310,14.6,1,4,5,1,0,0,3,0,0.7,0.7,5.3,5.9,33,107,52,0.07,0.27,0.34,0.07,0.34,0.05,0.36,0.41,0.05,0.41,Matches
13,Alisson,br BRA,GK,Liverpool,32-089,1992,10,10,888,9.9,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.6,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches
14,Miguel AlmirÃ³n,py PAR,FW,Newcastle Utd,30-324,1994,7,1,141,1.6,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.6,2,6,16,0.00,0.00,0.00,0.00,0.00,0.30,0.11,0.41,0.30,0.41,Matches
15,Edson Ãlvarez,mx MEX,MF,West Ham,27-067,1997,15,10,883,9.8,0,0,0,0,0,0,6,1,0.2,0.2,0.5,0.7,11,43,9,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.02,0.07,Matches
16,Will Alves,eng ENG,FW,Leicester City,19-331,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
17,Samuel Amo-Ameyaw,eng ENG,"FW,DF",Southampton,18-165,2006,2,0,28,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,0,3,0.00,0.00,0.00,0.00,0.00,0.07,0.22,0.29,0.07,0.29,Matches
18,Joachim Andersen,dk DEN,DF,Crystal Palace,28-213,1996,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,4,1,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
19,Joachim Andersen,dk DEN,DF,Fulham,28-213,1996,10,10,873,9.7,0,0,0,0,0,0,2,1,0.2,0.2,0.2,0.5,5,39,1,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches
20,Elliot Anderson,eng ENG,"MF,FW",Nott'ham Forest,22-054,2002,18,14,1132,12.6,0,5,5,0,0,0,4,0,1.0,1.0,2.8,3.7,26,58,51,0.00,0.40,0.40,0.00,0.40,0.08,0.22,0.29,0.08,0.29,Matches
21,AndrÃ©,br BRA,MF,Wolves,23-167,2001,15,13,978,10.9,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,5,40,4,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
22,Michail Antonio,jm JAM,FW,West Ham,34-277,1990,14,11,836,9.3,1,1,2,1,0,0,1,0,2.2,2.2,1.6,3.8,29,18,59,0.11,0.11,0.22,0.11,0.22,0.24,0.17,0.41,0.24,0.41,Matches
23,Antony,br BRA,"FW,DF",Manchester Utd,24-310,2000,5,0,81,0.9,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,2,2,2,0.00,0.00,0.00,0.00,0.00,0.28,0.09,0.38,0.28,0.38,Matches
24,Julian Araujo,mx MEX,DF,Bournemouth,23-139,2001,8,5,355,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,14,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
25,Cameron Archer,eng ENG,FW,Southampton,23-162,2001,18,9,923,10.3,2,0,2,2,0,1,0,0,4.4,3.6,0.2,3.8,13,9,40,0.20,0.00,0.20,0.20,0.20,0.43,0.02,0.45,0.35,0.37,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
26,Alphonse Areola,fr FRA,GK,West Ham,31-307,1993,10,9,820,9.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
27,Joe Aribo,ng NGA,MF,Southampton,28-162,1996,18,10,1039,11.5,2,0,2,2,0,0,0,0,2.2,2.2,1.2,3.4,22,34,40,0.17,0.00,0.17,0.17,0.17,0.19,0.11,0.30,0.19,0.30,Matches
28,Adam Armstrong,eng ENG,"FW,MF",Southampton,27-324,1997,16,13,1078,12.0,2,2,4,2,0,1,4,0,3.2,2.3,1.5,3.8,18,19,71,0.17,0.17,0.33,0.17,0.33,0.27,0.13,0.39,0.19,0.31,Matches
29,Harrison Armstrong,eng ENG,MF,Everton,17-346,2007,2,0,3,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
30,Kepa Arrizabalaga,es ESP,GK,Bournemouth,30-088,1994,14,14,1260,14.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
31,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,27-140,1997,14,2,224,2.5,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.7,4,4,10,0.00,0.00,0.00,0.00,0.00,0.24,0.03,0.27,0.24,0.27,Matches
32,Yasin Ayari,se SWE,MF,Brighton,21-085,2003,15,9,856,9.5,0,0,0,0,0,0,2,0,1.2,1.2,1.0,2.2,14,34,38,0.00,0.00,0.00,0.00,0.00,0.13,0.11,0.24,0.13,0.24,Matches
33,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,33-110,1991,1,0,21,0.2,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,0,0,1,0.00,0.00,0.00,0.00,0.00,1.96,0.21,2.17,1.96,2.17,Matches
34,Jordan Ayew,gh GHA,"FW,MF",Leicester City,33-110,1991,16,9,831,9.2,4,0,4,3,1,1,4,0,2.4,1.6,0.2,1.8,16,16,42,0.43,0.00,0.43,0.32,0.32,0.26,0.02,0.28,0.17,0.20,Matches
35,BenoÃ®t Badiashile,fr FRA,DF,Chelsea,23-279,2001,4,2,249,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,16,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
36,Leon Bailey,jm JAM,"FW,MF",Aston Villa,27-143,1997,15,10,753,8.4,0,2,2,0,0,0,2,0,0.6,0.6,1.3,1.8,37,21,68,0.00,0.24,0.24,0.00,0.24,0.07,0.15,0.22,0.07,0.22,Matches
37,Carlos Baleba,cm CMR,MF,Brighton,20-362,2004,15,13,1077,12.0,2,1,3,2,0,0,4,1,1.1,1.1,0.6,1.7,22,63,13,0.17,0.08,0.25,0.17,0.25,0.09,0.05,0.14,0.09,0.14,Matches
38,Ross Barkley,eng ENG,MF,Aston Villa,31-025,1993,14,2,471,5.2,2,1,3,2,0,0,3,0,1.5,1.5,0.5,2.1,11,28,8,0.38,0.19,0.57,0.38,0.57,0.29,0.10,0.40,0.29,0.40,Matches
39,Harvey Barnes,eng ENG,FW,Newcastle Utd,27-021,1997,18,6,763,8.5,5,1,6,5,0,0,0,0,2.8,2.8,2.4,5.2,40,39,80,0.59,0.12,0.71,0.59,0.71,0.33,0.28,0.61,0.33,0.61,Matches
40,Calvin Bassey,ng NGA,DF,Fulham,24-365,1999,18,18,1620,18.0,0,0,0,0,0,0,5,0,0.4,0.4,0.1,0.4,13,56,8,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
41,Jan Bednarek,pl POL,DF,Southampton,28-262,1996,15,15,1340,14.9,0,0,0,0,0,0,4,0,0.0,0.0,0.4,0.5,4,36,1,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
42,Jean-Ricner Bellegarde,fr FRA,"MF,FW",Wolves,26-186,1998,17,10,773,8.6,1,2,3,1,0,0,3,0,0.6,0.6,0.6,1.1,19,13,38,0.12,0.23,0.35,0.12,0.35,0.07,0.06,0.13,0.07,0.13,Matches
43,Rodrigo Bentancur,uy URU,MF,Tottenham,27-188,1997,12,9,688,7.6,2,0,2,2,0,0,5,0,0.8,0.8,0.1,0.9,7,51,8,0.26,0.00,0.26,0.26,0.26,0.10,0.02,0.12,0.10,0.12,Matches
44,Sander Berge,no NOR,MF,Fulham,26-320,1998,14,10,957,10.6,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.5,7,45,1,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,Matches
45,Lucas Bergvall,se SWE,MF,Tottenham,18-332,2006,12,1,231,2.6,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,7,16,9,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.12,0.03,0.12,Matches
46,Victor Bernth Kristiansen,dk DEN,DF,Leicester City,22-014,2002,17,17,1487,16.5,0,1,1,0,0,0,1,0,0.0,0.0,1.0,1.0,24,41,42,0.00,0.06,0.06,0.00,0.06,0.00,0.06,0.06,0.00,0.06,Matches
47,Beto,gw GNB,FW,Everton,26-334,1998,11,1,221,2.5,1,0,1,1,0,0,1,0,1.7,1.7,0.0,1.7,3,1,14,0.41,0.00,0.41,0.41,0.41,0.67,0.00,0.67,0.67,0.67,Matches
48,Philip Billing,dk DEN,MF,Bournemouth,28-202,1996,9,1,175,1.9,0,0,0,0,0,0,1,0,0.6,0.6,1.0,1.6,3,15,13,0.00,0.00,0.00,0.00,0.00,0.30,0.53,0.83,0.30,0.83,Matches
49,Yves Bissouma,ml MLI,MF,Tottenham,28-122,1996,15,10,895,9.9,2,0,2,2,0,0,5,0,0.3,0.3,0.2,0.6,12,60,2,0.20,0.00,0.20,0.20,0.20,0.03,0.02,0.06,0.03,0.06,Matches
50,Lamare Bogarde,nl NED,DF,Aston Villa,20-360,2004,3,3,213,2.4,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,7,8,7,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
51,Willy Boly,ci CIV,DF,Nott'ham Forest,33-331,1991,4,1,114,1.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
52,Jarrod Bowen,eng ENG,"FW,MF",West Ham,28-010,1996,19,19,1655,18.4,5,4,9,4,1,1,1,0,4.7,3.9,4.1,8.0,67,62,112,0.27,0.22,0.49,0.22,0.44,0.25,0.22,0.48,0.21,0.44,Matches
53,Conor Bradley,nir NIR,DF,Liverpool,21-174,2003,7,1,236,2.6,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,10,10,15,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15,Matches
54,Jarrad Branthwaite,eng ENG,DF,Everton,22-186,2002,11,9,818,9.1,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,3,22,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
55,James Bree,eng ENG,DF,Southampton,27-080,1997,6,3,268,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.4,4,10,15,0.00,0.00,0.00,0.00,0.00,0.01,0.11,0.12,0.01,0.12,Matches
56,Ben Brereton,cl CHI,FW,Southampton,25-256,1999,10,4,449,5.0,0,0,0,0,0,0,1,0,0.9,0.9,0.1,1.0,12,9,42,0.00,0.00,0.00,0.00,0.00,0.18,0.02,0.20,0.18,0.20,Matches
57,Nathan Broadhead,wls WAL,"FW,MF",Ipswich Town,26-269,1998,4,0,61,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,4,3,4,0.00,0.00,0.00,0.00,0.00,0.21,0.07,0.28,0.21,0.28,Matches
58,Armando Broja,al ALB,FW,Everton,23-111,2001,4,1,128,1.4,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,7,2,13,0.00,0.00,0.00,0.00,0.00,0.05,0.08,0.13,0.05,0.13,Matches
59,David Brooks,wls WAL,"FW,MF",Bournemouth,27-175,1997,12,2,244,2.7,1,0,1,1,0,0,1,0,0.9,0.9,0.7,1.6,8,10,42,0.37,0.00,0.37,0.37,0.37,0.32,0.26,0.58,0.32,0.58,Matches
60,Emi BuendÃ­a,ar ARG,"MF,FW",Aston Villa,28-005,1996,9,0,55,0.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,5,5,0.00,0.00,0.00,0.00,0.00,0.14,0.03,0.17,0.14,0.17,Matches
61,Santiago Bueno,uy URU,DF,Wolves,26-051,1998,12,11,971,10.8,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,1,16,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
62,Facundo Buonanotte,ar ARG,"MF,FW",Leicester City,20-007,2004,16,11,1039,11.5,4,2,6,4,0,0,5,0,3.2,3.2,2.7,5.9,30,37,47,0.35,0.17,0.52,0.35,0.52,0.28,0.23,0.51,0.28,0.51,Matches
63,Cameron Burgess,au AUS,DF,Ipswich Town,29-070,1995,9,9,810,9.0,0,1,1,0,0,0,0,0,0.6,0.6,0.3,0.9,2,25,3,0.00,0.11,0.11,0.00,0.11,0.07,0.04,0.10,0.07,0.10,Matches
64,Dan Burn,eng ENG,DF,Newcastle Utd,32-235,1992,17,17,1530,17.0,0,0,0,0,0,0,5,0,0.7,0.7,0.2,0.9,2,25,3,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches
65,Wes Burns,wls WAL,FW,Ipswich Town,30-037,1994,14,9,732,8.1,0,1,1,0,0,0,1,0,0.4,0.4,1.6,2.0,31,5,59,0.00,0.12,0.12,0.00,0.12,0.05,0.19,0.24,0.05,0.24,Matches
66,MoisÃ©s Caicedo,ec ECU,MF,Chelsea,23-058,2001,18,18,1595,17.7,1,2,3,1,0,0,3,0,0.4,0.4,2.0,2.4,15,90,23,0.06,0.11,0.17,0.06,0.17,0.02,0.11,0.14,0.02,0.14,Matches
67,Tom Cairney,sct SCO,MF,Fulham,33-345,1991,13,1,294,3.3,1,0,1,1,0,0,2,1,0.1,0.1,0.5,0.6,7,37,14,0.31,0.00,0.31,0.31,0.31,0.02,0.16,0.18,0.02,0.18,Matches
68,Jens Cajuste,se SWE,MF,Ipswich Town,25-142,1999,12,9,685,7.6,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,13,19,6,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
69,Riccardo Calafiori,it ITA,DF,Arsenal,22-225,2002,9,6,540,6.0,1,1,2,1,0,0,1,0,0.5,0.5,0.1,0.7,8,24,13,0.17,0.17,0.33,0.17,0.33,0.09,0.02,0.12,0.09,0.12,Matches
70,Dominic Calvert-Lewin,eng ENG,FW,Everton,27-289,1997,18,16,1323,14.7,2,1,3,2,0,0,1,0,4.6,4.6,0.4,5.1,19,13,89,0.14,0.07,0.20,0.14,0.20,0.32,0.03,0.34,0.32,0.34,Matches
71,Diego Carlos,br BRA,DF,Aston Villa,31-290,1993,9,7,740,8.2,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,3,34,0,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches
72,Fabio Carvalho,pt POR,"FW,MF",Brentford,22-122,2002,16,3,428,4.8,1,1,2,1,0,0,1,0,2.1,2.1,0.5,2.7,8,16,21,0.21,0.21,0.42,0.21,0.42,0.45,0.11,0.56,0.45,0.56,Matches
73,Casemiro,br BRA,MF,Manchester Utd,32-311,1992,13,9,773,8.6,1,0,1,1,0,0,1,0,1.0,1.0,2.1,3.1,3,41,16,0.12,0.00,0.12,0.12,0.12,0.11,0.24,0.36,0.11,0.36,Matches
74,Kaelan Casey,eng ENG,DF,West Ham,20-063,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
75,Matty Cash,pl POL,"DF,FW",Aston Villa,27-145,1997,12,11,898,10.0,1,0,1,1,0,0,5,0,0.2,0.2,0.2,0.4,18,19,28,0.10,0.00,0.10,0.10,0.10,0.02,0.02,0.04,0.02,0.04,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
76,Timothy Castagne,be BEL,DF,Fulham,29-025,1995,9,4,453,5.0,0,1,1,0,0,0,0,0,0.1,0.1,0.8,0.9,7,15,21,0.00,0.20,0.20,0.00,0.20,0.02,0.16,0.19,0.02,0.19,Matches
77,Trevoh Chalobah,eng ENG,DF,Crystal Palace,25-178,1999,12,12,1060,11.8,3,0,3,3,0,0,1,0,1.4,1.4,0.4,1.8,11,34,6,0.25,0.00,0.25,0.25,0.25,0.12,0.03,0.15,0.12,0.15,Matches
78,Conor Chaplin,eng ENG,"MF,FW",Ipswich Town,27-318,1997,15,7,614,6.8,1,1,2,1,0,0,1,0,1.2,1.2,0.6,1.8,10,25,20,0.15,0.15,0.29,0.15,0.29,0.17,0.09,0.26,0.17,0.26,Matches
79,Federico Chiesa,it ITA,FW,Liverpool,27-066,1997,1,0,19,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,0,2,0.00,0.00,0.00,0.00,0.00,0.76,0.00,0.76,0.76,0.76,Matches
80,Chiquinho,pt POR,MF,Wolves,24-329,2000,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.42,0.00,0.42,Matches
81,Hamza Choudhury,eng ENG,"MF,DF",Leicester City,27-090,1997,4,1,132,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,4,3,6,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.27,0.00,0.27,Matches
82,Ryan Christie,sct SCO,MF,Bournemouth,29-312,1995,18,16,1314,14.6,1,1,2,1,0,0,6,0,0.9,0.9,1.9,2.7,22,92,34,0.07,0.07,0.14,0.07,0.14,0.06,0.13,0.19,0.06,0.19,Matches
83,Harry Clarke,eng ENG,DF,Ipswich Town,23-303,2001,7,4,379,4.2,0,0,0,0,0,0,3,1,0.1,0.1,0.0,0.1,5,14,2,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
84,Jack Clarke,eng ENG,"FW,MF",Ipswich Town,24-037,2000,15,4,524,5.8,0,2,2,0,0,0,1,0,0.8,0.8,1.1,1.9,13,15,28,0.00,0.34,0.34,0.00,0.34,0.13,0.19,0.33,0.13,0.33,Matches
85,Nathaniel Clyne,eng ENG,"DF,MF",Crystal Palace,33-269,1991,8,4,382,4.2,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,5,6,7,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
86,Conor Coady,eng ENG,DF,Leicester City,31-309,1993,8,7,631,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,18,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
87,SÃ©amus Coleman,ie IRL,DF,Everton,36-080,1988,3,2,196,2.2,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,1,8,2,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.26,0.26,0.26,Matches
88,Nathan Collins,ie IRL,DF,Brentford,23-244,2001,18,18,1620,18.0,2,1,3,2,0,0,2,0,2.1,2.1,1.3,3.4,14,70,9,0.11,0.06,0.17,0.11,0.17,0.12,0.07,0.19,0.12,0.19,Matches
89,Toby Collyer,eng ENG,MF,Manchester Utd,20-362,2004,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.00,0.15,Matches
90,Levi Colwill,eng ENG,DF,Chelsea,21-308,2003,17,17,1529,17.0,0,1,1,0,0,0,3,0,0.4,0.4,0.7,1.1,7,76,1,0.00,0.06,0.06,0.00,0.06,0.02,0.04,0.06,0.02,0.06,Matches
91,Lewis Cook,eng ENG,"MF,DF",Bournemouth,27-331,1997,18,16,1492,16.6,1,3,4,1,0,0,4,0,0.6,0.6,3.0,3.6,19,97,24,0.06,0.18,0.24,0.06,0.24,0.04,0.18,0.21,0.04,0.21,Matches
92,Maxwel Cornet,ci CIV,FW,Southampton,28-094,1996,2,1,72,0.8,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,0,5,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20,Matches
93,VladimÃ­r Coufal,cz CZE,DF,West Ham,32-130,1992,12,5,485,5.4,0,0,0,0,0,0,2,0,0.2,0.2,0.3,0.5,7,21,18,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.09,0.03,0.09,Matches
94,Aaron Cresswell,eng ENG,DF,West Ham,35-015,1989,6,0,55,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,1,3,1,0.00,0.00,0.00,0.00,0.00,0.06,0.23,0.29,0.06,0.29,Matches
95,Marc Cucurella,es ESP,DF,Chelsea,26-161,1998,16,14,1264,14.0,1,1,2,1,0,0,8,1,0.4,0.4,0.9,1.3,17,48,43,0.07,0.07,0.14,0.07,0.14,0.03,0.07,0.09,0.03,0.09,Matches
96,Jorge Cuenca,es ESP,DF,Fulham,25-043,1999,4,1,93,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
97,Matheus Cunha,br BRA,"MF,FW",Wolves,25-217,1999,19,18,1560,17.3,10,4,14,10,0,0,2,0,4.1,4.1,5.5,9.6,68,71,105,0.58,0.23,0.81,0.58,0.81,0.24,0.32,0.56,0.24,0.56,Matches
98,Patson Daka,zm ZAM,"FW,MF",Leicester City,26-082,1998,7,1,208,2.3,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,3,0,9,0.43,0.00,0.43,0.43,0.43,0.09,0.00,0.09,0.09,0.09,Matches
99,Diogo Dalot,pt POR,DF,Manchester Utd,25-287,1999,18,18,1586,17.6,0,1,1,0,0,0,3,0,1.2,1.2,1.2,2.5,27,59,79,0.00,0.06,0.06,0.00,0.06,0.07,0.07,0.14,0.07,0.14,Matches
100,Mikkel Damsgaard,dk DEN,"MF,FW",Brentford,24-180,2000,18,15,1280,14.2,2,4,6,2,0,0,1,0,1.7,1.7,4.3,6.0,33,103,57,0.14,0.28,0.42,0.14,0.42,0.12,0.30,0.42,0.12,0.42,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
101,Danilo,br BRA,MF,Nott'ham Forest,23-245,2001,1,1,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
102,Ben Davies,wls WAL,DF,Tottenham,31-250,1993,4,3,271,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,11,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
103,Leif Davis,eng ENG,DF,Ipswich Town,24-353,2000,18,18,1620,18.0,1,2,3,1,0,0,3,0,0.6,0.6,3.2,3.8,29,36,78,0.06,0.11,0.17,0.06,0.17,0.03,0.18,0.21,0.03,0.21,Matches
104,Craig Dawson,eng ENG,DF,Wolves,34-238,1990,15,10,972,10.8,0,0,0,0,0,0,2,0,0.5,0.5,0.0,0.5,6,20,5,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
