published_at,content
2024-04-28 15:02:33+00,Spurs 2 : 3 Arsenal  ▪ Pass directness: 29.6 - 34.1 ▪ 10+ pass sequences: 24 - 8 ▪ Goalkick length: 12.2 - 22.9 ▪ Goalkick progr.: 44.4 - 45.9 https://t.co/Oh9HdaMRAj
2024-04-28 15:02:36+00,Dejan Kulusevski vs. Arsenal  Successful Passes: 45 Expected Threat: 0.42 Progression via pass: 4.69 Progression via carry: 2.5 https://t.co/AsdqtXVrOP
2024-04-28 15:02:23+00,Spurs 2 : 3 Arsenal  ▪ Penbox shots: 9 - 7 ▪ Deep completions: 12 - 9 ▪ Buildup completion: 88.6% - 82.6% ▪ PPDA: 5.3 - 8.8 ▪ High turnovers: 7 - 6 https://t.co/8V36E7YpFw
2024-04-28 15:01:35+00,Bournemouth 3 : 0 Brighton  ▪ xG: 2.36 - 1.01 ▪ xThreat: 1.14 - 1.45 ▪ Possession: 30.8% - 69.2% ▪ Field Tilt: 31.2% - 68.8% ▪ Def Action Height: 48.6 - 47.4  #msbot_eng #epl https://t.co/ZIf2Q3mUFA
2024-04-27 21:18:18+00,Aston Villa 2 : 2 Chelsea  ▪ xG: 0.63 - 1.51 ▪ xThreat: 0.85 - 1.56 ▪ Possession: 28.4% - 71.6% ▪ Field Tilt: 19.8% - 80.2% ▪ Def Action Height: 36.5 - 60.7  #msbot_eng #epl https://t.co/GFpYaF6GFI
2024-04-27 21:18:40+00,Aston Villa 2 : 2 Chelsea  ▪ Pass directness: 32.8 - 29.4 ▪ 10+ pass sequences: 3 - 30 ▪ Goalkick length: 32.4 - 35.7 ▪ Goalkick progr.: 29.6 - 30.0 https://t.co/byo2UhDeyz
2024-04-27 21:18:44+00,Thiago Silva vs. Aston Villa  Successful Passes: 102 Expected Threat: 0.21 Progression via pass: 10.05 Progression via carry: 2.44 https://t.co/phVGgICwAY
2024-04-27 21:04:08+00,PSG 3 : 3 Le Havre  ▪ xG: 2.38 - 1.4 ▪ xThreat: 1.81 - 0.54 ▪ Possession: 76.6% - 23.4% ▪ Field Tilt: 86.9% - 13.1% ▪ Def Action Height: 53.9 - 34.4  #msbot_fra #ligue1 https://t.co/nbkSlZSNa0
2024-04-27 21:04:30+00,PSG 3 : 3 Le Havre  ▪ Pass directness: 25.4 - 39.4 ▪ 10+ pass sequences: 29 - 2 ▪ Goalkick length: 17.1 - 56.7 ▪ Goalkick progr.: 88.2 - 33.3 https://t.co/g89q9kPdcE
2024-04-27 21:04:34+00,Danilo Pereira vs. Le Havre  Successful Passes: 113 Expected Threat: 0.23 Progression via pass: 8.88 Progression via carry: 5.55 https://t.co/22LuUT7D9S
2024-04-27 18:34:27+00,Leverkusen 2 : 2 Stuttgart  ▪ xG: 1.58 - 1.61 ▪ xThreat: 0.97 - 1.14 ▪ Possession: 49.3% - 50.7% ▪ Field Tilt: 67.3% - 32.7% ▪ Def Action Height: 50.9 - 40.7  #msbot_ger #bundesliga https://t.co/dDgYAIv0m0
2024-04-27 18:34:49+00,Leverkusen 2 : 2 Stuttgart  ▪ Pass directness: 32.8 - 32.5 ▪ 10+ pass sequences: 8 - 15 ▪ Goalkick length: 25.6 - 13.5 ▪ Goalkick progr.: 17.2 - 35.6 https://t.co/REt0jpIwoa
2024-04-27 18:34:52+00,Odilon Kossounou vs. Stuttgart  Successful Passes: 53 Expected Threat: 0.16 Progression via pass: 4.85 Progression via carry: 0.72 https://t.co/UxG6OVRaSr
2024-04-27 18:32:57+00,Everton 1 : 0 Brentford  ▪ xG: 1.29 - 1.05 ▪ xThreat: 1.42 - 1.37 ▪ Possession: 47.8% - 52.2% ▪ Field Tilt: 48.2% - 51.8% ▪ Def Action Height: 43.7 - 47.6  #msbot_eng #epl https://t.co/BQqXPpOAuJ
2024-04-27 16:03:33+00,Newcastle 5 : 1 Sheff Utd  ▪ xG: 2.66 - 1.77 ▪ xThreat: 2.08 - 1.62 ▪ Possession: 59.0% - 41.0% ▪ Field Tilt: 67.6% - 32.4% ▪ Def Action Height: 48.5 - 40.5  #msbot_eng #epl https://t.co/eujAWSNg3r
2024-04-27 16:02:06+00,Man Utd 1 : 1 Burnley  ▪ xG: 2.66 - 1.92 ▪ xThreat: 1.71 - 0.93 ▪ Possession: 47.9% - 52.1% ▪ Field Tilt: 57.5% - 42.5% ▪ Def Action Height: 43.9 - 44.1  #msbot_eng #epl https://t.co/KlD8x1lNKb
2024-04-27 16:02:27+00,Man Utd 1 : 1 Burnley  ▪ Pass directness: 36.3 - 28.1 ▪ 10+ pass sequences: 5 - 12 ▪ Goalkick length: 8.2 - 13.7 ▪ Goalkick progr.: 29.0 - 28.0 https://t.co/U7PeSM6nCp
2024-04-27 16:02:31+00,Bruno Fernandes vs. Burnley  Successful Passes: 49 Expected Threat: 0.9 Progression via pass: 9.16 Progression via carry: 1.86 https://t.co/EiYlmyI0tm
2024-04-27 16:02:16+00,Man Utd 1 : 1 Burnley  ▪ Penbox shots: 15 - 10 ▪ Deep completions: 20 - 10 ▪ Buildup completion: 77.6% - 79.6% ▪ PPDA: 12.6 - 8.8 ▪ High turnovers: 5 - 3 https://t.co/AZTT1CL8zv
2024-04-27 16:00:15+00,Fulham 1 : 1 C. Palace  ▪ xG: 1.25 - 1.58 ▪ xThreat: 1.3 - 1.48 ▪ Possession: 53.0% - 47.0% ▪ Field Tilt: 36.3% - 63.7% ▪ Def Action Height: 38.9 - 51.7  #msbot_eng #epl https://t.co/knpIzCXt18
2024-04-27 15:30:26+00,Bayern 2 : 1 Eintracht  ▪ xG: 3.02 - 0.46 ▪ xThreat: 1.92 - 0.69 ▪ Possession: 61.6% - 38.4% ▪ Field Tilt: 68.8% - 31.2% ▪ Def Action Height: 49.0 - 42.4  #msbot_ger #bundesliga https://t.co/0CRbyx2Y8L
2024-04-27 15:30:51+00,Bayern 2 : 1 Eintracht  ▪ Pass directness: 29.1 - 29.7 ▪ 10+ pass sequences: 27 - 17 ▪ Goalkick length: 15.4 - 41.3 ▪ Goalkick progr.: 68.6 - 28.0 https://t.co/UH9QLHGWdr
2024-04-27 15:30:55+00,Leon Goretzka vs. Eintracht  Successful Passes: 82 Expected Threat: 0.16 Progression via pass: 5.86 Progression via carry: 3.05 https://t.co/nn8WAih5KY
2024-04-27 13:29:49+00,West Ham 2 : 2 Liverpool  ▪ xG: 0.86 - 2.25 ▪ xThreat: 1.12 - 2.42 ▪ Possession: 29.2% - 70.8% ▪ Field Tilt: 21.1% - 78.9% ▪ Def Action Height: 38.6 - 46.2  #msbot_eng #epl https://t.co/YkcB96eQ7x
2024-04-27 13:30:12+00,West Ham 2 : 2 Liverpool  ▪ Pass directness: 34.7 - 31.4 ▪ 10+ pass sequences: 5 - 26 ▪ Goalkick length: 48.0 - 12.8 ▪ Goalkick progr.: 33.0 - 36.1 https://t.co/vkXUV4lAG4
2024-04-27 13:30:15+00,Andy Robertson vs. West Ham  Successful Passes: 76 Expected Threat: 0.77 Progression via pass: 7.98 Progression via carry: 1.91 https://t.co/XI8NxXZFEj
2024-04-26 21:06:33+00,Sociedad 0 : 1 Real Madrid  ▪ xG: 0.38 - 0.71 ▪ xThreat: 1.23 - 0.78 ▪ Possession: 55.9% - 44.1% ▪ Field Tilt: 79.0% - 21.0% ▪ Def Action Height: 54.8 - 41.9  #msbot_spa #laliga https://t.co/h98ywrMva0
2024-04-26 21:06:53+00,Sociedad 0 : 1 Real Madrid  ▪ Pass directness: 28.7 - 29.5 ▪ 10+ pass sequences: 20 - 14 ▪ Goalkick length: 0 - 37.8 ▪ Goalkick progr.: 0 - 31.5 https://t.co/cKp1I38jDn
2024-04-26 21:06:56+00,Takefusa Kubo vs. Real Madrid  Successful Passes: 36 Expected Threat: 0.32 Progression via pass: 3.43 Progression via carry: 3.66 https://t.co/ec9O1wKXWK
2024-04-25 21:09:45+00,Brighton 0 : 4 Man City  ▪ xG: 0.75 - 1.91 ▪ xThreat: 0.8 - 1.04 ▪ Possession: 35.5% - 64.5% ▪ Field Tilt: 27.5% - 72.5% ▪ Def Action Height: 46.3 - 52.8  #msbot_eng #epl https://t.co/r2TKuPeGnG
2024-04-25 21:10:06+00,Brighton 0 : 4 Man City  ▪ Pass directness: 27.9 - 26.8 ▪ 10+ pass sequences: 20 - 32 ▪ Goalkick length: 8.0 - 14.2 ▪ Goalkick progr.: 56.8 - 55.5 https://t.co/YE70dSBlk0
2024-04-25 21:10:10+00,Rodri vs. Brighton  Successful Passes: 105 Expected Threat: 0.11 Progression via pass: 5.93 Progression via carry: 2.01 https://t.co/o09k4eTvcZ
2024-04-25 21:09:56+00,Brighton 0 : 4 Man City  ▪ Penbox shots: 5 - 10 ▪ Deep completions: 5 - 5 ▪ Buildup completion: 89.7% - 94.4% ▪ PPDA: 27.3 - 15.2 ▪ High turnovers: 8 - 8 https://t.co/IT28beTiPC
2024-04-24 21:07:17+00,C. Palace 2 : 0 Newcastle  ▪ xG: 1.42 - 1.15 ▪ xThreat: 1.48 - 0.93 ▪ Possession: 47.1% - 52.9% ▪ Field Tilt: 57.6% - 42.4% ▪ Def Action Height: 52.8 - 45.0  #msbot_eng #epl https://t.co/CH8aooiBgb
2024-04-24 21:06:07+00,Everton 2 : 0 Liverpool  ▪ xG: 1.69 - 2.22 ▪ xThreat: 1.36 - 2.53 ▪ Possession: 24.4% - 75.6% ▪ Field Tilt: 22.5% - 77.5% ▪ Def Action Height: 41.1 - 46.1  #msbot_eng #epl https://t.co/JIWjPUEzBc
2024-04-24 21:06:29+00,Everton 2 : 0 Liverpool  ▪ Pass directness: 42.6 - 28.3 ▪ 10+ pass sequences: 1 - 23 ▪ Goalkick length: 68.5 - 18.0 ▪ Goalkick progr.: 10.1 - 66.3 https://t.co/MO8ufrUTFB
2024-04-24 21:06:32+00,Trent Alexander-Arnold vs. Everton  Successful Passes: 88 Expected Threat: 0.56 Progression via pass: 7.74 Progression via carry: 2.78 https://t.co/3BvuCewJlJ
2024-04-24 21:05:01+00,Man Utd 4 : 2 Sheff Utd  ▪ xG: 3.6 - 1.33 ▪ xThreat: 2.22 - 0.65 ▪ Possession: 70.8% - 29.2% ▪ Field Tilt: 82.2% - 17.8% ▪ Def Action Height: 54.8 - 37.2  #msbot_eng #epl https://t.co/7yl32NRDqz
2024-04-24 21:05:22+00,Man Utd 4 : 2 Sheff Utd  ▪ Pass directness: 26.2 - 33.8 ▪ 10+ pass sequences: 32 - 6 ▪ Goalkick length: 23.7 - 32.0 ▪ Goalkick progr.: 42.4 - 37.7 https://t.co/4Sk7aOEeyN
2024-04-24 21:05:26+00,Casemiro vs. Sheff Utd  Successful Passes: 109 Expected Threat: 0.21 Progression via pass: 10.26 Progression via carry: 3.1 https://t.co/oCYl80zquI
2024-04-24 20:50:49+00,Wolves 0 : 1 Bournemouth  ▪ xG: 0.69 - 2.13 ▪ xThreat: 1.52 - 1.39 ▪ Possession: 62.5% - 37.5% ▪ Field Tilt: 55.2% - 44.8% ▪ Def Action Height: 35.6 - 49.1  #msbot_eng #epl https://t.co/OYGho7qpZE
2024-04-24 19:04:25+00,Lorient 1 : 4 PSG  ▪ xG: 1.15 - 1.69 ▪ xThreat: 1.41 - 1.34 ▪ Possession: 41.1% - 58.9% ▪ Field Tilt: 58.5% - 41.5% ▪ Def Action Height: 49.2 - 39.3  #msbot_fra #ligue1 https://t.co/ZSpExwR9Ne
2024-04-24 19:04:48+00,Lorient 1 : 4 PSG  ▪ Pass directness: 32.3 - 26.0 ▪ 10+ pass sequences: 11 - 28 ▪ Goalkick length: 30.8 - 39.6 ▪ Goalkick progr.: 31.3 - 22.2 https://t.co/Icq7T8QLtj
2024-04-24 19:04:51+00,Lucas Hernández vs. Lorient  Successful Passes: 81 Expected Threat: 0.14 Progression via pass: 6.51 Progression via carry: 3.67 https://t.co/g2YC2aGywZ
2024-04-23 21:03:39+00,Arsenal 5 : 0 Chelsea  ▪ xG: 3.4 - 1.48 ▪ xThreat: 2.0 - 0.97 ▪ Possession: 45.0% - 55.0% ▪ Field Tilt: 62.6% - 37.4% ▪ Def Action Height: 52.2 - 37.3  #msbot_eng #epl https://t.co/j1H17ZmwK0
2024-04-23 21:04:00+00,Arsenal 5 : 0 Chelsea  ▪ Pass directness: 33.9 - 27.9 ▪ 10+ pass sequences: 14 - 23 ▪ Goalkick length: 8.2 - 16.2 ▪ Goalkick progr.: 34.6 - 41.6 https://t.co/y7ahbUJgec
2024-04-23 21:04:03+00,Martin Ødegaard vs. Chelsea  Successful Passes: 58 Expected Threat: 0.78 Progression via pass: 8.61 Progression via carry: 1.91 https://t.co/lFHjhvK96w
2024-04-23 21:03:50+00,Arsenal 5 : 0 Chelsea  ▪ Penbox shots: 19 - 6 ▪ Deep completions: 22 - 7 ▪ Buildup completion: 89.3% - 88.5% ▪ PPDA: 12.0 - 13.1 ▪ High turnovers: 14 - 3 https://t.co/b34SFTy64T
2024-04-22 20:46:32+00,Milan 1 : 2 Inter  ▪ xG: 2.03 - 1.53 ▪ xThreat: 2.08 - 1.42 ▪ Possession: 52.1% - 47.9% ▪ Field Tilt: 67.0% - 33.0% ▪ Def Action Height: 44.4 - 42.7  #msbot_ita #seriea https://t.co/GoBOTa8az5
2024-04-22 20:46:53+00,Milan 1 : 2 Inter  ▪ Pass directness: 30.3 - 32.0 ▪ 10+ pass sequences: 17 - 13 ▪ Goalkick length: 28.4 - 29.0 ▪ Goalkick progr.: 63.6 - 39.5 https://t.co/5227DydPN1
2024-04-22 20:46:57+00,Davide Calabria vs. Inter  Successful Passes: 75 Expected Threat: 0.25 Progression via pass: 5.16 Progression via carry: 3.14 https://t.co/j24N9HU0qH
2024-04-21 21:12:51+00,Real Madrid 3 : 2 Barcelona  ▪ xG: 3.12 - 1.3 ▪ xThreat: 1.46 - 1.49 ▪ Possession: 46.7% - 53.3% ▪ Field Tilt: 50.2% - 49.8% ▪ Def Action Height: 45.5 - 46.7  #msbot_spa #laliga https://t.co/wVtJOibDpY
2024-04-21 21:13:11+00,Real Madrid 3 : 2 Barcelona  ▪ Pass directness: 31.3 - 28.5 ▪ 10+ pass sequences: 19 - 27 ▪ Goalkick length: 26.3 - 29.8 ▪ Goalkick progr.: 61.7 - 47.4 https://t.co/IR0tgINKBu
2024-04-21 21:13:14+00,Luka Modric vs. Barcelona  Successful Passes: 57 Expected Threat: 0.17 Progression via pass: 5.0 Progression via carry: 2.23 https://t.co/mubOpSHTjX
2024-04-21 20:59:04+00,PSG 4 : 1 Lyon  ▪ xG: 2.65 - 0.91 ▪ xThreat: 2.12 - 1.21 ▪ Possession: 62.7% - 37.3% ▪ Field Tilt: 52.6% - 47.4% ▪ Def Action Height: 43.7 - 46.7  #msbot_fra #ligue1 https://t.co/Zk1KeX7HHG
2024-04-21 20:59:30+00,PSG 4 : 1 Lyon  ▪ Pass directness: 27.4 - 30.1 ▪ 10+ pass sequences: 30 - 13 ▪ Goalkick length: 29.0 - 17.1 ▪ Goalkick progr.: 30.9 - 38.5 https://t.co/Uq95ilWmmo
2024-04-21 20:59:33+00,Achraf Hakimi vs. Lyon  Successful Passes: 62 Expected Threat: 0.4 Progression via pass: 6.28 Progression via carry: 2.61 https://t.co/JaSfPYhFmL
2024-04-21 17:37:15+00,Dortmund 1 : 1 Leverkusen  ▪ xG: 0.91 - 1.03 ▪ xThreat: 1.16 - 1.75 ▪ Possession: 48.0% - 52.0% ▪ Field Tilt: 35.0% - 65.0% ▪ Def Action Height: 34.1 - 45.8  #msbot_ger #bundesliga https://t.co/cyFY5uP156
2024-04-21 17:37:36+00,Dortmund 1 : 1 Leverkusen  ▪ Pass directness: 27.9 - 31.8 ▪ 10+ pass sequences: 17 - 18 ▪ Goalkick length: 17.4 - 8.5 ▪ Goalkick progr.: 17.9 - 38.9 https://t.co/yYT4bLxChU
2024-04-21 17:37:40+00,Edmond Tapsoba vs. Dortmund  Successful Passes: 71 Expected Threat: 0.18 Progression via pass: 8.3 Progression via carry: 2.94 https://t.co/YQWZis1HEu
2024-04-21 17:34:50+00,Fulham 1 : 3 Liverpool  ▪ xG: 0.67 - 1.01 ▪ xThreat: 1.34 - 1.21 ▪ Possession: 39.2% - 60.8% ▪ Field Tilt: 41.9% - 58.1% ▪ Def Action Height: 36.3 - 45.5  #msbot_eng #epl https://t.co/Qpb070AUv8
2024-04-21 17:35:10+00,Fulham 1 : 3 Liverpool  ▪ Pass directness: 34.0 - 29.1 ▪ 10+ pass sequences: 10 - 27 ▪ Goalkick length: 14.2 - 20.2 ▪ Goalkick progr.: 34.4 - 40.4 https://t.co/M2NKQTSRTK
2024-04-21 17:35:13+00,Trent Alexander-Arnold vs. Fulham  Successful Passes: 64 Expected Threat: 0.27 Progression via pass: 6.64 Progression via carry: 1.25 https://t.co/xeEnbDzqGP
2024-04-21 17:34:59+00,Fulham 1 : 3 Liverpool  ▪ Penbox shots: 8 - 7 ▪ Deep completions: 13 - 10 ▪ Buildup completion: 80.3% - 88.3% ▪ PPDA: 22.0 - 11.3 ▪ High turnovers: 4 - 6 https://t.co/Quskvsihrr
2024-04-21 17:18:55+00,Coventry 3 : 3 Man Utd  ▪ xG: 2.06 - 2.6 ▪ xThreat: 1.64 - 1.86 ▪ Possession: 42.5% - 57.5% ▪ Field Tilt: 44.8% - 55.2% ▪ Def Action Height: 46.5 - 42.5 https://t.co/e6Pjh9Hl1t
2024-04-21 17:19:22+00,Coventry 3 : 3 Man Utd  ▪ Pass directness: 32.7 - 31.1 ▪ 10+ pass sequences: 18 - 29 ▪ Goalkick length: 33.7 - 34.3 ▪ Goalkick progr.: 40.1 - 57.0 https://t.co/uOG4cH5c9A
2024-04-21 17:19:25+00,Harry Maguire vs. Coventry  Successful Passes: 92 Expected Threat: 0.22 Progression via pass: 10.25 Progression via carry: 5.46 https://t.co/O19dpnNZje
2024-04-21 16:09:57+00,Aston Villa 3 : 1 Bournemouth  ▪ xG: 2.58 - 2.17 ▪ xThreat: 1.49 - 0.99 ▪ Possession: 57.1% - 42.9% ▪ Field Tilt: 62.8% - 37.2% ▪ Def Action Height: 45.4 - 44.9  #msbot_eng #epl https://t.co/xkbVXzsBBs
2024-04-21 16:09:23+00,C. Palace 5 : 2 West Ham  ▪ xG: 3.72 - 1.49 ▪ xThreat: 1.84 - 1.09 ▪ Possession: 60.6% - 39.4% ▪ Field Tilt: 72.8% - 27.2% ▪ Def Action Height: 44.3 - 43.2  #msbot_eng #epl https://t.co/kLZlJW3tlP
2024-04-21 14:44:58+00,Everton 2 : 0 N. Forest  ▪ xG: 0.47 - 1.03 ▪ xThreat: 0.91 - 1.44 ▪ Possession: 41.0% - 59.0% ▪ Field Tilt: 43.2% - 56.8% ▪ Def Action Height: 46.1 - 40.6  #msbot_eng #epl https://t.co/xQpwLaxqf5
2024-04-20 20:35:08+00,Wolves 0 : 2 Arsenal  ▪ xG: 0.14 - 1.39 ▪ xThreat: 0.5 - 1.61 ▪ Possession: 45.3% - 54.7% ▪ Field Tilt: 17.5% - 82.5% ▪ Def Action Height: 37.6 - 58.8  #msbot_eng #epl https://t.co/kknOsQVOS4
2024-04-20 20:35:28+00,Wolves 0 : 2 Arsenal  ▪ Pass directness: 26.4 - 31.7 ▪ 10+ pass sequences: 14 - 18 ▪ Goalkick length: 45.5 - 29.8 ▪ Goalkick progr.: 16.9 - 35.3 https://t.co/CSr7giMTnm
2024-04-20 20:35:31+00,Ben White vs. Wolves  Successful Passes: 76 Expected Threat: 0.45 Progression via pass: 9.52 Progression via carry: 1.68 https://t.co/QXt3o45XH8
2024-04-20 18:35:28+00,Union 1 : 5 Bayern  ▪ xG: 1.05 - 1.41 ▪ xThreat: 1.56 - 1.99 ▪ Possession: 36.7% - 63.3% ▪ Field Tilt: 30.5% - 69.5% ▪ Def Action Height: 43.4 - 50.8  #msbot_ger #bundesliga https://t.co/nSLiH481sK
2024-04-20 18:35:56+00,Union 1 : 5 Bayern  ▪ Pass directness: 34.4 - 29.1 ▪ 10+ pass sequences: 11 - 31 ▪ Goalkick length: 21.4 - 13.4 ▪ Goalkick progr.: 43.0 - 68.2 https://t.co/4PA3o7Wos6
2024-04-20 18:36:01+00,Alphonso Davies vs. Union  Successful Passes: 90 Expected Threat: 0.25 Progression via pass: 7.37 Progression via carry: 3.88 https://t.co/tNJttN72o5
2024-04-20 18:20:47+00,Man City 1 : 0 Chelsea  ▪ xG: 0.66 - 0.99 ▪ xThreat: 1.63 - 1.0 ▪ Possession: 61.7% - 38.3% ▪ Field Tilt: 78.3% - 21.7% ▪ Def Action Height: 49.5 - 40.1 https://t.co/RJRBM3jFRk
2024-04-20 18:21:06+00,Man City 1 : 0 Chelsea  ▪ Pass directness: 31.3 - 32.3 ▪ 10+ pass sequences: 23 - 14 ▪ Goalkick length: 32.5 - 28.1 ▪ Goalkick progr.: 42.9 - 35.8 https://t.co/XAuiNdBqQ6
2024-04-20 18:21:09+00,Kevin De Bruyne vs. Chelsea  Successful Passes: 40 Expected Threat: 0.31 Progression via pass: 4.32 Progression via carry: 2.19 https://t.co/NQakPPqsNe
2024-04-20 18:20:56+00,Man City 1 : 0 Chelsea  ▪ Penbox shots: 9 - 5 ▪ Deep completions: 16 - 3 ▪ Buildup completion: 91.0% - 82.1% ▪ PPDA: 9.1 - 14.3 ▪ High turnovers: 5 - 5 https://t.co/CxYjXVntPz
2024-04-20 16:01:55+00,Luton 1 : 5 Brentford  ▪ xG: 0.47 - 3.85 ▪ xThreat: 0.99 - 1.93 ▪ Possession: 52.3% - 47.7% ▪ Field Tilt: 45.8% - 54.2% ▪ Def Action Height: 46.9 - 45.6  #msbot_eng #epl https://t.co/3gdztImVKL
2024-04-20 16:01:16+00,Sheff Utd 1 : 4 Burnley  ▪ xG: 1.79 - 2.02 ▪ xThreat: 1.99 - 1.46 ▪ Possession: 48.9% - 51.1% ▪ Field Tilt: 57.5% - 42.5% ▪ Def Action Height: 49.4 - 44.6  #msbot_eng #epl https://t.co/dsbbIg6JbM
2024-04-19 20:55:50+00,Cagliari 2 : 2 Juventus  ▪ xG: 1.93 - 0.64 ▪ xThreat: 0.72 - 1.61 ▪ Possession: 26.4% - 73.6% ▪ Field Tilt: 15.9% - 84.1% ▪ Def Action Height: 42.4 - 48.1  #msbot_ita #seriea https://t.co/eDA5bW2zWu
2024-04-19 20:56:08+00,Cagliari 2 : 2 Juventus  ▪ Pass directness: 45.3 - 27.9 ▪ 10+ pass sequences: 3 - 21 ▪ Goalkick length: 61.2 - 26.2 ▪ Goalkick progr.: 26.1 - 74.3 https://t.co/bvjrvvUsX8
2024-04-19 20:56:11+00,Danilo vs. Cagliari  Successful Passes: 98 Expected Threat: 0.18 Progression via pass: 7.31 Progression via carry: 3.45 https://t.co/YGlfw3h1x1
2024-04-18 21:12:01+00,Roma 2 : 1 Milan  ▪ xG: 1.39 - 1.24 ▪ xThreat: 0.53 - 1.96 ▪ Possession: 36.6% - 63.4% ▪ Field Tilt: 16.3% - 83.7% ▪ Def Action Height: 31.7 - 54.5  #msbot_uel #uel https://t.co/MqajU2kISP
2024-04-18 21:12:23+00,Roma 2 : 1 Milan  ▪ Pass directness: 30.4 - 27.2 ▪ 10+ pass sequences: 5 - 13 ▪ Goalkick length: 53.8 - 25.1 ▪ Goalkick progr.: 25.8 - 80.6 https://t.co/G0cSGRU0Az
2024-04-18 21:12:26+00,Rafael Leão vs. Roma  Successful Passes: 37 Expected Threat: 0.4 Progression via pass: 5.41 Progression via carry: 4.56 https://t.co/g5o2m78ebb
2024-04-18 21:10:38+00,Atalanta 0 : 1 Liverpool  ▪ xG: 0.6 - 1.81 ▪ xThreat: 0.85 - 1.45 ▪ Possession: 30.5% - 69.5% ▪ Field Tilt: 39.4% - 60.6% ▪ Def Action Height: 44.1 - 42.8  #msbot_uel #uel https://t.co/un8d7rVsO0
2024-04-18 21:11:02+00,Atalanta 0 : 1 Liverpool  ▪ Pass directness: 48.0 - 28.6 ▪ 10+ pass sequences: 2 - 22 ▪ Goalkick length: 53.4 - 10.1 ▪ Goalkick progr.: 64.3 - 47.4 https://t.co/Ht96xqjS71
2024-04-18 21:11:06+00,Alisson Becker vs. Atalanta  Successful Passes: 89 Expected Threat: 0.16 Progression via pass: 10.5 Progression via carry: 2.91 https://t.co/GfGm22PgtR
2024-04-18 21:09:03+00,West Ham 1 : 1 Leverkusen  ▪ xG: 1.66 - 0.76 ▪ xThreat: 1.5 - 1.0 ▪ Possession: 42.9% - 57.1% ▪ Field Tilt: 46.4% - 53.6% ▪ Def Action Height: 50.0 - 42.3  #msbot_uel #uel https://t.co/e6lliNlWn0
2024-04-18 21:09:30+00,West Ham 1 : 1 Leverkusen  ▪ Pass directness: 29.7 - 30.7 ▪ 10+ pass sequences: 13 - 17 ▪ Goalkick length: 21.5 - 31.3 ▪ Goalkick progr.: 59.2 - 17.7 https://t.co/lXsZF1L4F4
2024-04-18 21:09:36+00,Exequiel Palacios vs. West Ham  Successful Passes: 84 Expected Threat: 0.15 Progression via pass: 4.96 Progression via carry: 1.65 https://t.co/kQnN79a0kP
2024-04-18 21:09:16+00,West Ham 1 : 1 Leverkusen  ▪ Penbox shots: 10 - 5 ▪ Deep completions: 11 - 5 ▪ Buildup completion: 85.0% - 85.6% ▪ PPDA: 10.2 - 9.8 ▪ High turnovers: 8 - 1 https://t.co/7jx7ZSY3jx
2024-04-17 21:44:49+00,Man City 1 : 1 Real Madrid  ▪ xG: 2.99 - 1.44 ▪ xThreat: 2.81 - 0.99 ▪ Possession: 67.1% - 32.9% ▪ Field Tilt: 91.5% - 8.5% ▪ Def Action Height: 59.2 - 35.4  #msbot_ucl #ucl https://t.co/rxS0Yae9tZ
2024-04-17 21:45:16+00,Man City 1 : 1 Real Madrid  ▪ Pass directness: 26.7 - 30.5 ▪ 10+ pass sequences: 38 - 10 ▪ Goalkick length: 20.7 - 45.8 ▪ Goalkick progr.: 69.2 - 14.0 https://t.co/RC8DLZpOLV
2024-04-17 21:45:21+00,Rodri vs. Real Madrid  Successful Passes: 143 Expected Threat: 0.38 Progression via pass: 10.01 Progression via carry: 6.54 https://t.co/U1XX6PayBl
2024-04-17 21:01:54+00,Bayern 1 : 0 Arsenal  ▪ xG: 1.4 - 0.56 ▪ xThreat: 1.15 - 1.14 ▪ Possession: 51.0% - 49.0% ▪ Field Tilt: 44.2% - 55.8% ▪ Def Action Height: 35.2 - 53.5  #msbot_ucl #ucl https://t.co/fLqjiUj6Zy
2024-04-17 21:02:17+00,Bayern 1 : 0 Arsenal  ▪ Pass directness: 27.0 - 27.9 ▪ 10+ pass sequences: 21 - 19 ▪ Goalkick length: 20.0 - 14.6 ▪ Goalkick progr.: 60.7 - 76.2 https://t.co/FwDiGqLB22
2024-04-17 21:02:22+00,Joshua Kimmich vs. Arsenal  Successful Passes: 63 Expected Threat: 0.49 Progression via pass: 5.6 Progression via carry: 3.37 https://t.co/ZsrGCFUh2E
2024-04-16 21:09:47+00,Dortmund 4 : 2 Atletico  ▪ xG: 2.11 - 2.03 ▪ xThreat: 1.77 - 1.15 ▪ Possession: 51.9% - 48.1% ▪ Field Tilt: 59.3% - 40.7% ▪ Def Action Height: 46.8 - 37.2  #msbot_ucl #ucl https://t.co/opiB7mqZ2H
2024-04-16 21:08:20+00,Barcelona 1 : 4 PSG  ▪ xG: 0.95 - 2.86 ▪ xThreat: 1.02 - 1.37 ▪ Possession: 33.0% - 67.0% ▪ Field Tilt: 25.1% - 74.9% ▪ Def Action Height: 38.4 - 46.0  #msbot_ucl #ucl https://t.co/OZKz8nWgxc
2024-04-16 21:08:45+00,Barcelona 1 : 4 PSG  ▪ Pass directness: 39.6 - 26.0 ▪ 10+ pass sequences: 6 - 21 ▪ Goalkick length: 30.9 - 35.9 ▪ Goalkick progr.: 50.1 - 36.2 https://t.co/I19ohtC7iJ
