published_at,content
2024-05-25 20:46:32+00,Milan 3 : 3 Salernitana  ▪ Pass directness: 31.3 - 34.1 ▪ 10+ pass sequences: 23 - 8 ▪ Goalkick length: 17.7 - 49.0 ▪ Goalkick progr.: 63.2 - 19.4 https://t.co/aroVaLgBIm
2024-05-25 20:46:35+00,Davide Calabria vs. Salernitana  Successful Passes: 62 Expected Threat: 0.23 Progression via pass: 5.16 Progression via carry: 2.05 https://t.co/y3qtQsbVdx
2024-05-25 18:06:26+00,Juventus 2 : 0 Monza  ▪ xG: 1.78 - 0.98 ▪ xThreat: 1.14 - 1.46 ▪ Possession: 42.6% - 57.4% ▪ Field Tilt: 29.1% - 70.9% ▪ Def Action Height: 38.1 - 52.0  #msbot_ita #seriea https://t.co/Dwq18RRwkn
2024-05-25 18:06:47+00,Juventus 2 : 0 Monza  ▪ Pass directness: 32.0 - 25.7 ▪ 10+ pass sequences: 10 - 18 ▪ Goalkick length: 13.8 - 21.3 ▪ Goalkick progr.: 29.0 - 47.6 https://t.co/QwkTplxPoy
2024-05-25 18:06:50+00,Pablo Marí vs. Juventus  Successful Passes: 54 Expected Threat: 0.1 Progression via pass: 4.92 Progression via carry: 1.1 https://t.co/FKb25hDzVG
2024-05-25 16:06:31+00,Man City 1 : 2 Man Utd  ▪ xG: 1.25 - 1.1 ▪ xThreat: 1.73 - 0.65 ▪ Possession: 73.0% - 27.0% ▪ Field Tilt: 89.8% - 10.2% ▪ Def Action Height: 46.2 - 40.8 https://t.co/mt7rTflksr
2024-05-25 16:06:53+00,Man City 1 : 2 Man Utd  ▪ Pass directness: 23.7 - 35.9 ▪ 10+ pass sequences: 24 - 6 ▪ Goalkick length: 16.3 - 36.9 ▪ Goalkick progr.: 91.4 - 44.5 https://t.co/s7umCHV4CR
2024-05-25 16:06:57+00,Rodri vs. Man Utd  Successful Passes: 85 Expected Threat: 0.26 Progression via pass: 4.83 Progression via carry: 4.59 https://t.co/x3UyQ0GFs3
2024-05-25 16:06:42+00,Man City 1 : 2 Man Utd  ▪ Penbox shots: 10 - 6 ▪ Deep completions: 14 - 3 ▪ Buildup completion: 91.8% - 77.4% ▪ PPDA: 8.2 - 16.0 ▪ High turnovers: 0 - 1 https://t.co/1SIT2n5CQv
2024-05-22 21:03:28+00,Atalanta 3 : 0 Leverkusen  ▪ xG: 1.01 - 0.66 ▪ xThreat: 0.76 - 1.32 ▪ Possession: 33.7% - 66.3% ▪ Field Tilt: 48.4% - 51.6% ▪ Def Action Height: 46.9 - 33.5  #msbot_uel #uel https://t.co/YtnBAc05ws
2024-05-22 21:03:51+00,Atalanta 3 : 0 Leverkusen  ▪ Pass directness: 33.5 - 32.3 ▪ 10+ pass sequences: 7 - 17 ▪ Goalkick length: 63.7 - 15.4 ▪ Goalkick progr.: 29.4 - 29.1 https://t.co/IQvch8SAEG
2024-05-22 21:03:56+00,Granit Xhaka vs. Atalanta  Successful Passes: 92 Expected Threat: 0.19 Progression via pass: 8.41 Progression via carry: 2.35 https://t.co/bj1FweiDAY
2024-05-20 22:18:52+00,Bologna 3 : 3 Juventus  ▪ xG: 1.35 - 1.37 ▪ xThreat: 1.02 - 0.98 ▪ Possession: 61.6% - 38.4% ▪ Field Tilt: 46.8% - 53.2% ▪ Def Action Height: 40.7 - 58.3  #msbot_ita #seriea https://t.co/E1xpFIlY0H
2024-05-20 22:19:12+00,Bologna 3 : 3 Juventus  ▪ Pass directness: 31.9 - 29.0 ▪ 10+ pass sequences: 23 - 9 ▪ Goalkick length: 29.4 - 20.5 ▪ Goalkick progr.: 24.6 - 33.7 https://t.co/QrDz5czI6X
2024-05-20 22:19:15+00,Stefan Posch vs. Juventus  Successful Passes: 70 Expected Threat: 0.13 Progression via pass: 6.44 Progression via carry: 1.28 https://t.co/LxobDIMgZa
2024-05-19 21:05:25+00,Metz 0 : 2 PSG  ▪ xG: 1.04 - 2.38 ▪ xThreat: 0.73 - 2.24 ▪ Possession: 24.2% - 75.8% ▪ Field Tilt: 22.8% - 77.2% ▪ Def Action Height: 40.4 - 50.5  #msbot_fra #ligue1 https://t.co/wmu63wGpyz
2024-05-19 21:05:48+00,Metz 0 : 2 PSG  ▪ Pass directness: 35.3 - 25.6 ▪ 10+ pass sequences: 2 - 33 ▪ Goalkick length: 59.7 - 19.6 ▪ Goalkick progr.: 4.5 - 71.9 https://t.co/0HzsYDHJDO
2024-05-19 21:05:51+00,Danilo Pereira vs. Metz  Successful Passes: 113 Expected Threat: 0.2 Progression via pass: 9.95 Progression via carry: 5.64 https://t.co/w5d4rgpPGF
2024-05-19 19:05:31+00,Barcelona 3 : 0 Rayo  ▪ xG: 1.69 - 1.84 ▪ xThreat: 1.38 - 1.39 ▪ Possession: 71.4% - 28.6% ▪ Field Tilt: 70.7% - 29.3% ▪ Def Action Height: 46.2 - 40.6  #msbot_spa #laliga https://t.co/3qMPgso030
2024-05-19 19:05:51+00,Barcelona 3 : 0 Rayo  ▪ Pass directness: 26.6 - 33.1 ▪ 10+ pass sequences: 27 - 6 ▪ Goalkick length: 30.3 - 59.6 ▪ Goalkick progr.: 65.2 - 8.0 https://t.co/BNaXypLrIg
2024-05-19 19:05:54+00,Iñigo Martínez vs. Rayo  Successful Passes: 63 Expected Threat: 0.13 Progression via pass: 5.5 Progression via carry: 3.64 https://t.co/i9YERkca4Z
2024-05-19 19:03:28+00,Villarreal 4 : 4 Real Madrid  ▪ xG: 2.6 - 1.69 ▪ xThreat: 2.13 - 1.49 ▪ Possession: 43.0% - 57.0% ▪ Field Tilt: 55.2% - 44.8% ▪ Def Action Height: 55.7 - 39.2  #msbot_spa #laliga https://t.co/xh2yoCRN3v
2024-05-19 19:03:51+00,Villarreal 4 : 4 Real Madrid  ▪ Pass directness: 32.1 - 28.4 ▪ 10+ pass sequences: 23 - 28 ▪ Goalkick length: 23.8 - 21.7 ▪ Goalkick progr.: 56.6 - 54.5 https://t.co/MPV9NSPDw6
2024-05-19 19:03:55+00,Luka Modric vs. Villarreal  Successful Passes: 88 Expected Threat: 0.35 Progression via pass: 6.43 Progression via carry: 1.88 https://t.co/U3Ky1cggDp
2024-05-19 19:03:39+00,Villarreal 4 : 4 Real Madrid  ▪ Penbox shots: 17 - 8 ▪ Deep completions: 19 - 10 ▪ Buildup completion: 90.7% - 91.3% ▪ PPDA: 11.5 - 11.1 ▪ High turnovers: 9 - 2 https://t.co/WzUCmWcVHq
2024-05-19 18:08:15+00,Inter 1 : 1 Lazio  ▪ xG: 1.84 - 0.57 ▪ xThreat: 1.81 - 1.1 ▪ Possession: 57.2% - 42.8% ▪ Field Tilt: 64.3% - 35.7% ▪ Def Action Height: 50.0 - 39.7  #msbot_ita #seriea https://t.co/Qu5aSwRqkM
2024-05-19 18:08:34+00,Inter 1 : 1 Lazio  ▪ Pass directness: 24.7 - 31.6 ▪ 10+ pass sequences: 27 - 15 ▪ Goalkick length: 28.8 - 41.5 ▪ Goalkick progr.: 59.3 - 35.7 https://t.co/AJDbas2qtT
2024-05-19 18:08:38+00,Hakan Çalhanoglu vs. Lazio  Successful Passes: 71 Expected Threat: 0.23 Progression via pass: 4.46 Progression via carry: 2.1 https://t.co/QX6c7pr18d
2024-05-19 17:14:28+00,Sheff Utd 0 : 3 Spurs  ▪ xG: 0.83 - 2.78 ▪ xThreat: 0.45 - 1.98 ▪ Possession: 25.3% - 74.7% ▪ Field Tilt: 23.6% - 76.4% ▪ Def Action Height: 35.5 - 56.1  #msbot_eng #epl https://t.co/054yAClNDg
2024-05-19 17:14:48+00,Sheff Utd 0 : 3 Spurs  ▪ Pass directness: 31.0 - 28.8 ▪ 10+ pass sequences: 4 - 32 ▪ Goalkick length: 50.4 - 12.2 ▪ Goalkick progr.: 29.6 - 50.6 https://t.co/FLUoPggHXI
2024-05-19 17:14:52+00,Son Heung-Min vs. Sheff Utd  Successful Passes: 41 Expected Threat: 0.52 Progression via pass: 4.44 Progression via carry: 2.67 https://t.co/pme0fm9QGk
2024-05-19 17:13:08+00,Man City 3 : 1 West Ham  ▪ xG: 2.16 - 0.31 ▪ xThreat: 2.42 - 0.51 ▪ Possession: 72.2% - 27.8% ▪ Field Tilt: 94.8% - 5.2% ▪ Def Action Height: 58.6 - 27.0  #msbot_eng #epl https://t.co/kbeESC3lbq
2024-05-19 17:13:30+00,Man City 3 : 1 West Ham  ▪ Pass directness: 24.1 - 29.5 ▪ 10+ pass sequences: 31 - 10 ▪ Goalkick length: 0 - 39.4 ▪ Goalkick progr.: 0 - 30.5 https://t.co/KQS5ocpYkR
2024-05-19 17:13:34+00,Kevin De Bruyne vs. West Ham  Successful Passes: 83 Expected Threat: 0.77 Progression via pass: 5.57 Progression via carry: 2.74 https://t.co/RIkLZC9wO2
2024-05-19 17:12:27+00,Luton 2 : 4 Fulham  ▪ xG: 2.02 - 0.98 ▪ xThreat: 0.87 - 1.71 ▪ Possession: 40.5% - 59.5% ▪ Field Tilt: 38.5% - 61.5% ▪ Def Action Height: 52.9 - 36.1  #msbot_eng #epl https://t.co/2kzzOve1u9
2024-05-19 17:11:22+00,Liverpool 2 : 0 Wolves  ▪ xG: 5.7 - 0.62 ▪ xThreat: 3.12 - 0.39 ▪ Possession: 67.2% - 32.8% ▪ Field Tilt: 87.7% - 12.3% ▪ Def Action Height: 50.5 - 35.5  #msbot_eng #epl https://t.co/Aa8QQIfDLK
2024-05-19 17:11:44+00,Liverpool 2 : 0 Wolves  ▪ Pass directness: 32.4 - 33.2 ▪ 10+ pass sequences: 27 - 5 ▪ Goalkick length: 25.0 - 56.1 ▪ Goalkick progr.: 72.5 - 23.5 https://t.co/0GgtjnEtJm
2024-05-19 17:11:47+00,Andy Robertson vs. Wolves  Successful Passes: 89 Expected Threat: 0.75 Progression via pass: 9.9 Progression via carry: 1.93 https://t.co/kDvMj4BKjU
2024-05-19 17:11:32+00,Liverpool 2 : 0 Wolves  ▪ Penbox shots: 27 - 3 ▪ Deep completions: 28 - 1 ▪ Buildup completion: 92.1% - 74.4% ▪ PPDA: 5.0 - 12.2 ▪ High turnovers: 4 - 3 https://t.co/v0tY6pwpFA
2024-05-19 17:10:27+00,C. Palace 5 : 0 Aston Villa  ▪ xG: 1.89 - 0.67 ▪ xThreat: 1.38 - 1.06 ▪ Possession: 54.2% - 45.8% ▪ Field Tilt: 76.4% - 23.6% ▪ Def Action Height: 55.7 - 37.3  #msbot_eng #epl https://t.co/xVSwRA01sy
2024-05-19 17:09:42+00,Chelsea 2 : 1 Bournemouth  ▪ Pass directness: 32.2 - 32.1 ▪ 10+ pass sequences: 20 - 9 ▪ Goalkick length: 45.9 - 20.1 ▪ Goalkick progr.: 40.8 - 37.5 https://t.co/Z79MHRkldX
2024-05-19 17:09:45+00,Cole Palmer vs. Bournemouth  Successful Passes: 29 Expected Threat: 0.3 Progression via pass: 4.69 Progression via carry: 2.11 https://t.co/0DWhp2S3ra
2024-05-19 17:09:19+00,Chelsea 2 : 1 Bournemouth  ▪ xG: 1.06 - 2.27 ▪ xThreat: 1.47 - 1.66 ▪ Possession: 60.8% - 39.2% ▪ Field Tilt: 46.9% - 53.1% ▪ Def Action Height: 39.6 - 53.0  #msbot_eng #epl https://t.co/dTqLgkgVpe
2024-05-19 17:09:30+00,Chelsea 2 : 1 Bournemouth  ▪ Penbox shots: 11 - 14 ▪ Deep completions: 12 - 14 ▪ Buildup completion: 87.5% - 80.0% ▪ PPDA: 8.7 - 9.4 ▪ High turnovers: 3 - 9 https://t.co/XaPyJqQK2w
2024-05-19 17:08:38+00,Burnley 1 : 2 N. Forest  ▪ xG: 1.31 - 1.82 ▪ xThreat: 1.25 - 0.93 ▪ Possession: 72.2% - 27.8% ▪ Field Tilt: 85.4% - 14.6% ▪ Def Action Height: 53.0 - 27.3  #msbot_eng #epl https://t.co/xAK6wIT7K3
2024-05-19 17:07:21+00,Brighton 0 : 2 Man Utd  ▪ xG: 1.81 - 0.97 ▪ xThreat: 1.76 - 0.99 ▪ Possession: 54.8% - 45.2% ▪ Field Tilt: 68.0% - 32.0% ▪ Def Action Height: 50.8 - 41.9  #msbot_eng #epl https://t.co/YQARTqAi5a
2024-05-19 17:07:43+00,Brighton 0 : 2 Man Utd  ▪ Pass directness: 29.1 - 31.6 ▪ 10+ pass sequences: 25 - 12 ▪ Goalkick length: 13.1 - 18.1 ▪ Goalkick progr.: 44.7 - 39.1 https://t.co/sQIL2Up9U7
2024-05-19 17:07:47+00,Pascal Groß vs. Man Utd  Successful Passes: 90 Expected Threat: 0.42 Progression via pass: 6.58 Progression via carry: 1.99 https://t.co/AJXaXWGWoi
2024-05-19 17:06:28+00,Brentford 2 : 4 Newcastle  ▪ xG: 1.47 - 3.41 ▪ xThreat: 1.58 - 1.36 ▪ Possession: 53.2% - 46.8% ▪ Field Tilt: 40.8% - 59.2% ▪ Def Action Height: 44.0 - 50.4  #msbot_eng #epl https://t.co/oTO9oL0vwW
2024-05-19 17:05:40+00,Arsenal 2 : 1 Everton  ▪ xG: 3.9 - 0.59 ▪ xThreat: 2.7 - 0.73 ▪ Possession: 68.1% - 31.9% ▪ Field Tilt: 86.3% - 13.7% ▪ Def Action Height: 56.5 - 29.6  #msbot_eng #epl https://t.co/ZLlhu4rgYY
2024-05-19 17:06:01+00,Arsenal 2 : 1 Everton  ▪ Pass directness: 25.7 - 35.1 ▪ 10+ pass sequences: 32 - 6 ▪ Goalkick length: 18.4 - 44.9 ▪ Goalkick progr.: 58.2 - 28.5 https://t.co/CxQ4vB1OHp
2024-05-19 17:06:04+00,Martin Ødegaard vs. Everton  Successful Passes: 54 Expected Threat: 0.61 Progression via pass: 6.13 Progression via carry: 4.09 https://t.co/TuVzNO7Dtt
2024-05-18 20:45:34+00,Torino 3 : 1 Milan  ▪ xG: 1.0 - 1.56 ▪ xThreat: 0.95 - 1.52 ▪ Possession: 40.2% - 59.8% ▪ Field Tilt: 42.2% - 57.8% ▪ Def Action Height: 43.9 - 52.6  #msbot_ita #seriea https://t.co/sMmaVAThHr
2024-05-18 20:45:58+00,Torino 3 : 1 Milan  ▪ Pass directness: 28.7 - 32.7 ▪ 10+ pass sequences: 5 - 19 ▪ Goalkick length: 72.2 - 17.1 ▪ Goalkick progr.: 18.8 - 54.1 https://t.co/6QHMQNTnaw
2024-05-18 20:46:02+00,Christian Pulisic vs. Torino  Successful Passes: 30 Expected Threat: 0.43 Progression via pass: 3.31 Progression via carry: 3.97 https://t.co/RlK8fCnbWM
2024-05-18 20:45:44+00,Torino 3 : 1 Milan  ▪ Penbox shots: 5 - 12 ▪ Deep completions: 5 - 8 ▪ Buildup completion: 79.0% - 87.2% ▪ PPDA: 9.8 - 6.4 ▪ High turnovers: 2 - 1 https://t.co/oeRk1dVXi1
2024-05-18 15:41:05+00,Leverkusen 2 : 1 Augsburg  ▪ xG: 2.17 - 1.53 ▪ xThreat: 1.76 - 1.32 ▪ Possession: 65.0% - 35.0% ▪ Field Tilt: 72.7% - 27.3% ▪ Def Action Height: 46.6 - 37.6  #msbot_ger #bundesliga https://t.co/FO4SP2tsRd
2024-05-18 15:41:26+00,Leverkusen 2 : 1 Augsburg  ▪ Pass directness: 30.1 - 32.9 ▪ 10+ pass sequences: 40 - 11 ▪ Goalkick length: 20.5 - 40.4 ▪ Goalkick progr.: 76.7 - 37.1 https://t.co/g65gfWzb1h
2024-05-18 15:41:30+00,Odilon Kossounou vs. Augsburg  Successful Passes: 115 Expected Threat: 0.28 Progression via pass: 10.04 Progression via carry: 6.11 https://t.co/LYeglK4VXc
2024-05-18 15:38:34+00,Hoffenheim 4 : 2 Bayern  ▪ xG: 2.5 - 1.66 ▪ xThreat: 1.67 - 1.25 ▪ Possession: 48.4% - 51.6% ▪ Field Tilt: 65.4% - 34.6% ▪ Def Action Height: 45.7 - 43.0  #msbot_ger #bundesliga https://t.co/hOjOMvcFve
2024-05-18 15:38:54+00,Hoffenheim 4 : 2 Bayern  ▪ Pass directness: 32.8 - 28.8 ▪ 10+ pass sequences: 15 - 19 ▪ Goalkick length: 49.1 - 16.8 ▪ Goalkick progr.: 31.7 - 46.8 https://t.co/342L9nBBLQ
2024-05-18 15:38:58+00,Eric Dier vs. Hoffenheim  Successful Passes: 72 Expected Threat: 0.15 Progression via pass: 7.32 Progression via carry: 2.21 https://t.co/DalmtVjyyB
2024-05-16 21:34:46+00,Almeria 0 : 2 Barcelona  ▪ xG: 0.92 - 1.7 ▪ xThreat: 0.76 - 2.02 ▪ Possession: 35.5% - 64.5% ▪ Field Tilt: 22.4% - 77.6% ▪ Def Action Height: 35.9 - 54.0  #msbot_spa #laliga https://t.co/Yn0p60uLlD
2024-05-16 21:35:11+00,Almeria 0 : 2 Barcelona  ▪ Pass directness: 32.4 - 30.6 ▪ 10+ pass sequences: 12 - 30 ▪ Goalkick length: 33.4 - 26.4 ▪ Goalkick progr.: 35.6 - 42.3 https://t.co/nlXSGiD4Fa
2024-05-16 21:35:15+00,Pedri vs. Almeria  Successful Passes: 97 Expected Threat: 0.29 Progression via pass: 7.96 Progression via carry: 3.66 https://t.co/3MNZ8oZlTh
2024-05-15 21:07:35+00,Nice 1 : 2 PSG  ▪ xG: 1.69 - 1.22 ▪ xThreat: 1.12 - 1.27 ▪ Possession: 36.8% - 63.2% ▪ Field Tilt: 49.2% - 50.8% ▪ Def Action Height: 55.3 - 47.2  #msbot_fra #ligue1 https://t.co/T6bKu8EOMl
2024-05-15 21:07:56+00,Nice 1 : 2 PSG  ▪ Pass directness: 27.5 - 27.6 ▪ 10+ pass sequences: 16 - 30 ▪ Goalkick length: 9.8 - 7.5 ▪ Goalkick progr.: 43.3 - 27.2 https://t.co/QVB2MBZLBY
2024-05-15 21:07:59+00,Dante vs. PSG  Successful Passes: 65 Expected Threat: 0.17 Progression via pass: 5.29 Progression via carry: 1.82 https://t.co/gNFTgMmiUu
2024-05-15 21:06:15+00,Man Utd 3 : 2 Newcastle  ▪ xG: 1.46 - 2.29 ▪ xThreat: 1.47 - 2.4 ▪ Possession: 45.3% - 54.7% ▪ Field Tilt: 42.5% - 57.5% ▪ Def Action Height: 43.0 - 42.7  #msbot_eng #epl https://t.co/TrHNQjhpci
2024-05-15 21:06:35+00,Man Utd 3 : 2 Newcastle  ▪ Pass directness: 33.4 - 29.9 ▪ 10+ pass sequences: 8 - 8 ▪ Goalkick length: 49.3 - 37.7 ▪ Goalkick progr.: 37.1 - 49.1 https://t.co/EkcOQPZviK
2024-05-15 21:06:38+00,Bruno Fernandes vs. Newcastle  Successful Passes: 42 Expected Threat: 0.63 Progression via pass: 4.77 Progression via carry: 1.98 https://t.co/63rZ4ZDNMW
2024-05-15 21:06:25+00,Man Utd 3 : 2 Newcastle  ▪ Penbox shots: 14 - 14 ▪ Deep completions: 12 - 14 ▪ Buildup completion: 78.4% - 83.4% ▪ PPDA: 8.6 - 8.6 ▪ High turnovers: 6 - 9 https://t.co/ENI2BKBeMp
2024-05-15 21:05:16+00,Brighton 1 : 2 Chelsea  ▪ xG: 1.7 - 1.29 ▪ xThreat: 2.36 - 1.24 ▪ Possession: 54.6% - 45.4% ▪ Field Tilt: 62.0% - 38.0% ▪ Def Action Height: 46.2 - 46.0  #msbot_eng #epl https://t.co/A7nLJUfg8N
2024-05-15 21:05:36+00,Brighton 1 : 2 Chelsea  ▪ Pass directness: 28.8 - 28.3 ▪ 10+ pass sequences: 19 - 19 ▪ Goalkick length: 22.6 - 30.5 ▪ Goalkick progr.: 59.0 - 38.1 https://t.co/10X5vvWQhv
2024-05-15 21:05:40+00,Pascal Groß vs. Chelsea  Successful Passes: 71 Expected Threat: 0.56 Progression via pass: 7.98 Progression via carry: 2.38 https://t.co/6W4rEriinA
2024-05-14 21:34:10+00,Real Madrid 5 : 0 Alaves  ▪ xG: 2.34 - 1.89 ▪ xThreat: 2.31 - 1.48 ▪ Possession: 71.2% - 28.8% ▪ Field Tilt: 65.5% - 34.5% ▪ Def Action Height: 44.5 - 42.2  #msbot_spa #laliga https://t.co/dS0jb4AJrY
2024-05-14 21:34:31+00,Real Madrid 5 : 0 Alaves  ▪ Pass directness: 30.7 - 38.8 ▪ 10+ pass sequences: 35 - 12 ▪ Goalkick length: 29.0 - 70.8 ▪ Goalkick progr.: 74.0 - 28.5 https://t.co/yjjlUKTXfb
2024-05-14 21:34:34+00,Vinícius Júnior vs. Alaves  Successful Passes: 39 Expected Threat: 0.55 Progression via pass: 4.07 Progression via carry: 8.48 https://t.co/iNCOrwkK9D
2024-05-14 21:06:57+00,Spurs 0 : 2 Man City  ▪ xG: 1.72 - 2.7 ▪ xThreat: 1.32 - 1.26 ▪ Possession: 52.9% - 47.1% ▪ Field Tilt: 56.0% - 44.0% ▪ Def Action Height: 49.6 - 49.0  #msbot_eng #epl https://t.co/XZ2KItrc1f
2024-05-14 21:07:20+00,Spurs 0 : 2 Man City  ▪ Pass directness: 27.8 - 29.8 ▪ 10+ pass sequences: 24 - 21 ▪ Goalkick length: 8.7 - 24.3 ▪ Goalkick progr.: 37.4 - 57.1 https://t.co/5pGyauM6mu
2024-05-14 21:07:23+00,Bernardo Silva vs. Spurs  Successful Passes: 60 Expected Threat: 0.17 Progression via pass: 2.99 Progression via carry: 3.02 https://t.co/rmTQo1m1cT
2024-05-13 21:05:16+00,Barcelona 2 : 0 Sociedad  ▪ xG: 1.75 - 0.73 ▪ xThreat: 1.08 - 0.63 ▪ Possession: 56.5% - 43.5% ▪ Field Tilt: 68.3% - 31.7% ▪ Def Action Height: 49.5 - 43.3  #msbot_spa #laliga https://t.co/ZFSs4VOaMV
2024-05-13 21:05:45+00,Barcelona 2 : 0 Sociedad  ▪ Pass directness: 28.0 - 29.9 ▪ 10+ pass sequences: 23 - 11 ▪ Goalkick length: 26.2 - 22.0 ▪ Goalkick progr.: 56.2 - 27.0 https://t.co/JFjrf67wfd
2024-05-13 21:05:49+00,Marc-André ter Stegen vs. Sociedad  Successful Passes: 44 Expected Threat: 0.08 Progression via pass: 5.33 Progression via carry: 1.61 https://t.co/4ZOUfdYwQx
2024-05-13 21:04:06+00,Aston Villa 3 : 3 Liverpool  ▪ xG: 2.69 - 1.88 ▪ xThreat: 1.58 - 1.4 ▪ Possession: 41.0% - 59.0% ▪ Field Tilt: 46.6% - 53.4% ▪ Def Action Height: 52.1 - 44.9  #msbot_eng #epl https://t.co/BWNdcuyKiP
2024-05-13 21:04:37+00,Aston Villa 3 : 3 Liverpool  ▪ Pass directness: 32.9 - 32.7 ▪ 10+ pass sequences: 12 - 24 ▪ Goalkick length: 28.5 - 11.4 ▪ Goalkick progr.: 41.6 - 55.3 https://t.co/WDZ1Dio3IR
2024-05-13 21:04:41+00,John McGinn vs. Liverpool  Successful Passes: 30 Expected Threat: 0.25 Progression via pass: 4.71 Progression via carry: 1.72 https://t.co/Rr6jiEIwun
2024-05-13 21:04:23+00,Aston Villa 3 : 3 Liverpool  ▪ Penbox shots: 15 - 9 ▪ Deep completions: 18 - 10 ▪ Buildup completion: 85.6% - 90.0% ▪ PPDA: 11.2 - 7.8 ▪ High turnovers: 3 - 5 https://t.co/RL0C0jleSh
2024-05-12 21:01:24+00,PSG 1 : 3 Toulouse  ▪ xG: 1.35 - 1.89 ▪ xThreat: 1.48 - 1.47 ▪ Possession: 63.8% - 36.2% ▪ Field Tilt: 44.6% - 55.4% ▪ Def Action Height: 39.0 - 45.3  #msbot_fra #ligue1 https://t.co/vwiTnfJqYO
2024-05-12 21:01:46+00,PSG 1 : 3 Toulouse  ▪ Pass directness: 24.9 - 36.2 ▪ 10+ pass sequences: 24 - 8 ▪ Goalkick length: 22.7 - 40.7 ▪ Goalkick progr.: 52.4 - 25.3 https://t.co/f9El0ajwiU
2024-05-12 21:01:50+00,Danilo Pereira vs. Toulouse  Successful Passes: 98 Expected Threat: 0.23 Progression via pass: 9.41 Progression via carry: 4.02 https://t.co/uQF5FGl8Wm
2024-05-12 19:27:18+00,Bochum 0 : 5 Leverkusen  ▪ xG: 0.16 - 4.3 ▪ xThreat: 1.03 - 2.36 ▪ Possession: 32.9% - 67.1% ▪ Field Tilt: 21.0% - 79.0% ▪ Def Action Height: 38.7 - 53.5  #msbot_ger #bundesliga https://t.co/UiD0Jfrlvu
2024-05-12 19:27:40+00,Bochum 0 : 5 Leverkusen  ▪ Pass directness: 37.6 - 29.9 ▪ 10+ pass sequences: 5 - 29 ▪ Goalkick length: 59.8 - 29.1 ▪ Goalkick progr.: 37.4 - 40.0 https://t.co/5uprO8VUxR
2024-05-12 19:27:44+00,Edmond Tapsoba vs. Bochum  Successful Passes: 93 Expected Threat: 0.22 Progression via pass: 8.77 Progression via carry: 5.95 https://t.co/SiZ5DMjoVg
2024-05-12 18:07:16+00,Juventus 1 : 1 Salernitana  ▪ xG: 2.41 - 0.77 ▪ xThreat: 2.33 - 1.02 ▪ Possession: 66.8% - 33.2% ▪ Field Tilt: 74.9% - 25.1% ▪ Def Action Height: 50.4 - 40.1  #msbot_ita #seriea https://t.co/YjpJRGhe6B
2024-05-12 18:07:38+00,Juventus 1 : 1 Salernitana  ▪ Pass directness: 32.2 - 40.7 ▪ 10+ pass sequences: 12 - 5 ▪ Goalkick length: 19.9 - 57.0 ▪ Goalkick progr.: 74.8 - 23.7 https://t.co/WFxNeNYnpN
2024-05-12 18:07:42+00,Manuel Locatelli vs. Salernitana  Successful Passes: 84 Expected Threat: 0.41 Progression via pass: 8.98 Progression via carry: 3.58 https://t.co/iTJouhkmWk
2024-05-12 17:40:05+00,Man Utd 0 : 1 Arsenal  ▪ xG: 0.61 - 1.62 ▪ xThreat: 0.85 - 1.7 ▪ Possession: 54.2% - 45.8% ▪ Field Tilt: 59.3% - 40.7% ▪ Def Action Height: 44.2 - 39.0  #msbot_eng #epl https://t.co/ry9MNNzd7l
2024-05-12 17:40:26+00,Man Utd 0 : 1 Arsenal  ▪ Pass directness: 28.4 - 26.9 ▪ 10+ pass sequences: 15 - 15 ▪ Goalkick length: 8.6 - 39.3 ▪ Goalkick progr.: 58.1 - 29.0 https://t.co/sOs74eKsSK
2024-05-12 17:40:29+00,Sofyan Amrabat vs. Arsenal  Successful Passes: 64 Expected Threat: 0.13 Progression via pass: 5.52 Progression via carry: 1.66 https://t.co/PIFdo7Zxca
2024-05-12 17:26:22+00,Bayern 2 : 0 Wolfsburg  ▪ xG: 0.35 - 0.15 ▪ xThreat: 1.57 - 0.84 ▪ Possession: 59.2% - 40.8% ▪ Field Tilt: 57.1% - 42.9% ▪ Def Action Height: 49.8 - 38.5  #msbot_ger #bundesliga https://t.co/9K0uUXVrG6
2024-05-12 17:26:43+00,Bayern 2 : 0 Wolfsburg  ▪ Pass directness: 29.2 - 33.0 ▪ 10+ pass sequences: 37 - 20 ▪ Goalkick length: 15.0 - 16.7 ▪ Goalkick progr.: 30.7 - 45.6 https://t.co/aP2y9rZfHk
2024-05-12 17:26:47+00,Dayot Upamecano vs. Wolfsburg  Successful Passes: 103 Expected Threat: 0.16 Progression via pass: 8.0 Progression via carry: 2.5 https://t.co/9xdsHDgajm
2024-05-12 17:26:33+00,Bayern 2 : 0 Wolfsburg  ▪ Penbox shots: 5 - 1 ▪ Deep completions: 7 - 3 ▪ Buildup completion: 94.4% - 90.4% ▪ PPDA: 14.9 - 22.0 ▪ High turnovers: 8 - 3 https://t.co/Dn22eTL8Pa
2024-05-11 20:52:08+00,Milan 5 : 1 Cagliari  ▪ xG: 3.06 - 1.47 ▪ xThreat: 1.38 - 0.77 ▪ Possession: 65.8% - 34.2% ▪ Field Tilt: 75.9% - 24.1% ▪ Def Action Height: 45.5 - 39.7  #msbot_ita #seriea https://t.co/GtQ266cBn2
